label,review
3,现在的人都怎么了，你脱了成名了又怎么样呢
0,我立刻换回来了
0,所以你们小孩子也喜欢么
1,这总统太帅了！
2,看来不能迷信权威啊！原来我是权威
0,下周二飞虎队月例赛，挺难的球场，还要跟龙城球队打对抗。
0,本来就是。。。
4,疯了！到处都堵！
5,的确很甜蜜，我看着他们两口子长大滴，哈哈
0,至于你吃不吃反正茄是吃了
0,芬姐你现在是在做什么丫？怎么是拍电视剧的样子？
3,嗯嗯，唔早训，迟起身就会比老女人闹噶
3,你来过云南？云南哪啊？
1,你不回温州一下在家了吗?我想你了
0,我做哇。。。
2,现在都不知有几房了
0,还是把仅剩的体力留着学完剩下的舞步？
5,ye~~~[咆哮]
5,我真的庆幸，很庆幸自己，没有放弃...
4,怎么和我一样，我会员毁单，气死我，吵架
0,我叫他去你家楼下拉去！
2,我神马都没看到我神马都没看到55555
0,我也不想回学校啊
1,这是在那吃的啊，感觉好熟悉
0,不知道没听说
2,站在马路的对面，眼睁睁的看着心仪已久的公交车载着我梦寐的女孩渐渐远去。
0,我还以为你有别的什么渠道
4,草泥马在狂奔啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
1,为这个啊！这儿都关心你的
0,你发那照片我还以为是以前我们打牌那会的呢，怎么看都没有这一幕
5,在哪里有得买啊？
5,嘿嘿
0,呃呃。单独把照片给我吧。把照片发到微博然后我一下可以嘛
4,楼上很生气，便拿了一盆洗脚水向下泼去，说：遥看瀑布挂前川！
1,再来一张，各种美！！！！！！！
4,来就来了，你干嘛还要烧杀抢掠？
0,好吧我知道你牙痛
5,[嘻嘻]
0,去拔罐拉?舒服吧!
0,关键我媳妇这大肚子呢
0,没那么多坑吧。。。
4,那个死裁缝真的是害shi人了！！！
0,你要唱吗？！！
5,我今天时间太紧了只赶上了一个结尾。。。师父没去就猴哥自己哈哈
2,可是为什么我会在一大群朋友中突然地沉默，为什么在人群中看到个相似的背影就难过，看见秋天树木疯狂地掉叶子就忘记说话，看见天色渐晚路上暖黄色的灯火就忘记了原来的方向。
4,因为他说出来了妞不说就代表不辛苦？
3,哎，你家孩子有点调皮啊
3,不过，疑问的是，就算拍到小偷了，有用吗？
2,不能没有你们！
0,7.蒋介石成了常凯山；
1,我们这可不是没装修啊我们这住的正得进啊
3,现在警察已到现场调查勘验，希望不是她们所为，否则过年就要吃牢饭，其实车损了有保险，又何必要表现心理变态，仇富的人比比皆是，这个社会的底层群体素质真的不敢恭维，苟延残喘！
3,和你们寒粉说话可真够累的。
5,姐姐是说的请你吃面，可以考虑哈请你吃好点的李米线，哈哈哈
5,真替你们的胃感到开心。。你们真的很2
3,不知道又在炒作什么呢？
0,三是西方的议员人数很少，容易被买通，为富人利益立法。
0,明天中午出去找样
0,几时生仔。
1,我一向还是很尊重韩老湿的，不过您不能光凭一个人的外表就判定他。
0,还记的你家刚开业时去的小胖妹吗？窝窝
2,我睡不好阿我。
0,你是哪个？？？
0,原中央军委副主席刘华清上将今日因病去世，享年95岁。
0,跟在闫永喜屁股后面被押进法庭的，就是毛旭东。
0,我想要个黑的
1,哈他被小陈给抬走了家里不能养宠物了
1,买阿，不是很贵
1,去年第八，今年前4，进步巨大啊，明年我们就是冠军啦！
3,见识了几个唯抗日派，根本没弄明白你在说什么，g点都没搞清楚在哪儿就哄叫，这种人还不少，连说话议事都拎不清，能领会法律和制度精髓？
5,怎么这么不小心
0,因为最近有人问，从来没画过画，要怎么开始，就做了这么一个...
2,我牙龈肿了，也疼啊!都是上火害的!
4,成日想我死
1,给钱给钱撒子怪不好意思哦
4,这肥猫是你家的啊？
0,系啊。我都没去过
5,又发傻？？哈哈
0,你可以不交友，但不能孤僻；
1,脐环！！！！！！！！！！
2,大恸！
0,你字乃知道是我的啊？我又毕业了
3,好可笑
4,无做作业就炸鬼左你部机
0,写什么稿子啊？。
1,超级超级超级超级超级超级喜欢这张神态表情都好喜欢。。。
1,我这妹子多
0,这也有山寨？？
3,最新消息：广电总局将下文——明令禁止翻拍拷贝外国影视剧。
4,这事没发生在我身上，但我深深觉得我被侵犯了。
0,红的黄的绿的都有
5,恭喜。。找到对象再恭喜
1,湖南台，因为有武艺。
5,哈哈！
0,你上南宁把考执照的书借我把…
0,你看清我说什么了么。。
0,那么爱笑爱闹的你现在大笑会疼！
2,一个年轻人坐在鸟巢门口，神情沮丧。
3,当然，我们要维护自己的权力，事实是她做不好。
0,庄一强认为，医院品牌是病人通过就医过程及诊治体验，感受整体医疗服务后对医院的主观印象。
3,这就是传说的傻瓜couple么。。。。
0,像黑暗中的一道闪电，亮瞎了我的泰拉石氪金狗眼……
5,来找我吧！不过我下午上课呢，去赚孩子的奶粉钱了
5,没想到你敢写出这些真实情况？！网军休息吗？哈哈
3,哪怕问问翻译软件也不至于此吧？？？
2,青春总会褪色成苍老的黑白，但记忆永远充满色彩，我的足球记忆，永远闪耀着战车的黑红金，我知道终有一天那些我深爱的面孔会消失不再，可就算见不到，也依旧深爱，你们，就是我记忆中最完美的德国队，我会守在这里，等你们回来！
0,嗯不干我死。。
0,谢啦~你也要每天都开心啊
0,知道我饿了，都来馋我是吧？！
1,今天晚上你们将在上海演出，祝你们演出成功！
1,你很厉害！
1,就是咯就是咯我都相信你好善良噶。
4,尼玛美国了不起啊？
5,//@医药营销信息化-冯军:参加赵总组织的医药沙龙，颇多受益!
1,这到是…唉！没办法…谁叫你长的迷人呢
3,有洁癖你干嘛要亲他身体？？
5,是啊，越狱了.好辛苦才出了了
0,我也么有，我对工作没有评论，所谓无语
3,确切说，是溺毙下一代啊！
2,让我们多了许多的羡慕嫉妒恨，鸭梨也很大！
0,有一定的基础
3,这是男女平等的底线呀，代表呀，突破底线啦!
1,当然不是我出钱啦！
0,吓到你啦不好意思哈！关键问题我不会化妆啊
5,哈哈，桑桑你这样不好。
0,好好学习哈，等你回来！
3,作为一个媒体人，你怎么能够钱包丢了就在微波上泪牛满面，斯文扫地？！
2,生活费也快光了。
0,吃什么啊？冷不冷啊？
0,前面车子太多，不敢乱闯呀
3,各种投票，重要的不重要的团体的个人的tc的pc的泰国的还有tmd法兰西的西班牙的有没有有没有！！！
2,好的。么么
0,我的化妆品也计划在内!
0,在哪呢这是
3,可依然有风险，一定要抱对了；一旦抱错了，后果嘛。。。。
3,还是喝皮革奶吃人造蛋好呢？
0,直接网线上行吗？
0,广州人撑广州！！！
1,瓦的哥哥弟弟都可爱我了.
0,让我们的思想来历可疑。
1,我觉得贵州的酸汤鱼口感跟冬阴功差不多
3,不关我的事情…是他故意的…
1,道理很简单，因为毛泽东代表着人民解放和民族团结，代表着中华民族的崛起和世界殖民规则的终结！
4,居然没我。绝交！
5,瞧没出息的就是咱这样的！！
3,你要不要这样、找个人嫁了很难吗
2,额，太老吃不消
1,非常同意敏洪的下列观点@俞敏洪说：一个人把自己看得太高，就会被别人看低；一个人把自己看得低一点，就会被别人看高和尊重。
1,中秋快乐！改天来给我们姑娘讲讲理财！
0,懒掉了，明天就可以看到了！~
0,女知青也再次回到了贵州山区，
5,叫你想她为！今天心想事成喔！
1,我又系这样的。
2,爱了，珍惜，莫要等失去后追悔莫及。
3,不是忘了，是没看。因为有点讨厌评委所以就没看了
2,珊哥，我求你别在翻以前的了，我错了还不行，
0,很快就上市了，等待体验真机吧！
1,好！！就买这个
1,不逃避，享受这样的感觉~
4,你他妈怎么不干脆直接换成两颗绒球啊!!!!!!!!!!
4,我就在你隔壁，广州恒大
5,你们合照了
0,看到了不会自己过来啊！
0,至少你们单位还有网!!!
1,后面拿单反的大哥，嫩是我亲大哥，嫩可要经常给我们拍二爷的近况啊，大家都想看二爷帅气的训练的样子啊!!!
2,早年的警察情结立马涌现，悔得我啊~早知道伸腿绊他一下多好！
5,这对我们来说是太大的鼓励！
5,不知道哦，星期日是算这周还是下周啊？
2,想了你哪天来啊？
0,穿过红色的沙漠，带着我黑色的眼睛，来看绿色的大海。
0,我，在家殴…
2,刚刚在床上看到高佬的微博，心情很难过。
0,回青岛吧，家乡需要你
0,把ladygaga翻译成女神卡卡或者卡神女女都不会影响《pokerface》和《justdance》现在流行的普及程度。
2,但是作为娘家人的我们，真的称职吗？
0,来你家楼下拦截你
4,愤怒！
0,我在你门口做指甲...哈哈
3,哎呦斯斯你凑什么热闹啊
1,快点快点好起来哦
0,就算很快到那天.
2,真正的君臣挚友现在还有吗？
0,上个月？貌似我开了围脖
1,我爱你们！
1,我也想吃哦
3,还有些人明明拿了绿卡，还天天给国内唱赞歌，教育民众要爱国，要听政府话，美国一点也不好，这就恶心了。
4,天语雅阁，遭大量疯狂地抄袭，最可气的是一些合作商在金钱面前选择出卖我！
4,银行让本人签有三联修改信息的名，却不给本人属客户留底的那一页，中国银行想掩盖什么！！
5,淳迷们快快来[围观]！～[耶]
0,比如说。
0,谢谢。已经帮他联系了律师。
4,麻痹的，就这猪食还尼玛有脸涨价
0,哎！说来话长，原因多多
2,俺们是穷人家孩子[泪]
0,香味弥漫了整个房间[太阳][太阳]
4,这日子很滋润呀！
3,是啊，一般不在乎的我不屑发火，跟姐是一个频率上的我才发火，呵呵
1,不是我要说，但他真的是礼貌十足。[赞]
0,人家素80后啦。。
1,哈哈超可爱的+俊
5,别想那么多没用的啦！老弟翻片儿
0,还有三小时到临沂。
0,原来今天也是一个节日呀！怪不得不想上班
3,很黄很暴力。
5,哇，大肚子脸都没有出现，也看出像啦
0,周恒干嘛了？
0,不是陕乌的吗？
0,你柜子有没关了米？
3,这太恶心了。
1,大自然没有坏天气，家人平安人脉旺。
0,抽筋是身体发出的不良信号要注意了呢我可不是吓你的啦
5,呵呵
0,没给你看乱的我的床更乱~
2,啊还加班好吧
3,连政改都避讳的国家，复兴只是个笑话…
0,你系边度啊？
0,对啊！第二次了
2,痛苦的娃~~等你宵夜啊！
5,谢谢，早上好！
3,第一个就邀请你看买什么票。对了别忘记给我写影评。
0,不等5代啦？我还在等呢
0,人家说的是不笑那只吧。。。
2,曾经每月的2000分钟你我大都不会剩下/如今。。。
3,物价上涨压力加大，部分城市房价涨幅过高(涨价太猛，吃不消也)。
0,麻麻会努力学习。
1,对啊，牛皮短靴
2,我也在感叹，我老了。555
0,那今晚我们杀猪灭口，吃全猪宴
0,我还以为是什么样的评论呢
0,还有的亲你上次问汇款银行建设银行农业银行可以吗？
1,祈祷，祝福中，希望他能没事。
4,有可能我拍照的时候拍到你们，但你们不能好好说话么？
3,还好今天休息修修修发发发[抓狂]
1,必须找个情人去看《私奔》啊！
5,新警察？哈哈！你们有办法滴！
0,杀还是被杀，这是个问题
0,那现在你们到底怎样？
0,我要吃……
1,如果对车感兴趣的客户来我们展场看看噢，我们是东风风神噢，记住了吗？[呵呵]
1,我怀念的
0,听着，依我说，最靠谱的事情是去找这么个人，他爱真实的你，好心情，坏心情，丑点儿，美点儿，帅点儿，放个屁他都找出点灿烂来，这样的人才值得你去跟。
0,落榜的女孩是：清华建筑系主任梁思成的女儿梁再冰，文学院长冯友兰的女儿冯钟璞，校长梅贻琦的女儿梅祖芬。
3,他的行为来自他长期极端自私自利以自我为中心的价值观。
2,我还受表扬了这是闹哪样、说是态度好…[欢欢]
3,多一些王菲这样思想的人，就更多人迷惑，受骗，更多人相信李一是神仙，更多人相信吃绿豆就可以养生预癌了！
4,尼玛老子不想回忆神马狗屁过去！！
1,今天新读到一篇文章，觉得实在开眼，以往不知。
1,//@早安丶晚安丶心语:喜欢曲婉婷，最近一直在循环听她的歌~[听音乐]
3,介小子什么命啊，估计现在老希与昨日的小丁一样的郁闷
2,真他妈悲剧。
0,跟妈姓？你真牛
3,你是在搞笑吗？？？
4,很好玩么？！
3,看这种脑残广告片掉眼泪，真是没救了
0,不啊，湖北的，但是听过那个地方，你是那里的么老家
0,我应该没事~~
2,你也这样的阿……
3,你真幸福，没人叫你！我们都是被吵起来再睡回笼觉的人阿。
3,你那叫抠门！
2,这小裙子，晃死我了
0,这个日子怎么来的？
0,你心心念念的活动
5,认了吧，过了这个暑假就大三了吧？哈哈
0,快了，快了，回去你养我啊，不好知道回去
2,我错了。
2,对不起我也不知道为什么扫成大图就这么糊希望10个孩子能够早日重新站在一起别的我真的不知道能说什么了...
0,事发入狱，作诗：慷慨歌燕市，从容作楚囚；引刀成一快，不负少年头。
5,哈哈。[可爱]
0,我完全是在讲我！！！
1,感谢团队的努力！
3,真的啊！第一次遇到！忒恶心了！
0,今天是6月29日星期三，农历五月廿八。
3,为提高gdp，各地政府拼命上项目。
0,时代的情人。。。
1,你逼我还吃的开
0,今天炖好了，明天晚上回来吃的，白天哪有时间炖呢？
4,靠，都不叫我
0,导购说：美女。
3,我们明明是把爱你作为人生最大的乐趣，难道让自己快乐也需要被感谢么？
3,请问在这样的三九天气里，儿童医院多开一个诊室又能怎样?
3,什么考题不要吓我
1,我开着呢，喜欢小冷
3,我真的无语还是你厉害给你去个名字叫敢干姐
4,看完之后我有点要疯了~苹果=屁股了！
5,有奖竞答开始啦~~~本月18日avis中国将迎来8周岁的生日啦，大家来猜一猜avis国际租车在全球有多少年的历史啦？
0,所以你还是控制点
0,买个无线的吧，好用
0,你混淆了道德和法律。还是正在完善中的中国法律。
5,立马兄，50多块的耐克球靴你也敢买啊！
4,总是这个数字在一次又一次的刺激着我脆弱的小神经！
3,就是啊！所以推到下周了~
3,我都是在他们的相机上看的。。嘿嘿
3,其实
5,春节贪吃体重增加，早起锻炼，雪中骑着自行车很是惬意，一不小心摔个大马趴。
0,你又知道嘎~
3,文化修养低贱卑，其所作品脏乱差。
3,回复@张荣奎:不监管何来的寻租机会，80年代还有清水衙门，现在倒好，连最清水的医疗教育文化也成了腐败重灾区，我们要市场还是要腐败？
4,本来就是二级。只是他们没查到，就来质问我。
5,哈哈，我本来就黑，不用晒
5,小焕，小焕，小焕，不知道你的名字是不是这么写，你的名字我会永远记住，谢谢你为我写的歌，这通点歌狂的热线音频我会好好珍藏。
2,不知道是怎么回事，估计肠胃也心情也不爽吧
2,领导让我隔三差五的上到月底
0,那是我老婆。。
3,介哥们是不是被骗了？
1,会给你带来好运哦！
0,是啊，大学生挤公交去吗。
1,这是我，乖乖的，甜甜的，等待着的我！
1,别着急，李进没问题的。
0,突然间就忘了~
3,现在除了嘴上说，没有什么证据，反而是大家不断的找出新证据。
1,[鼓掌]我为金叔骄傲！
0,极度无聊之下而悟出的道理？
3,看的人家很害羞
2,你感冒好了啊？
1,你也买这个啊?
0,看看我是谁！
0,自拍水準是不是有长进！
4,别说教我！！
1,劳苦大众站起来.要相信党相信政府!
3,哼，和我拥抱还背着别的男人给你买的包~
0,我是女强人
0,耐不住寂寞了吗
3,[织]中小学假期作业坚持捍卫教辅产业链~作业布置一级级超强叠压，不报班孩子绝对不会做!
4,同感啊！中国就是唯恐天下不乱噶闹忙自己事情不管的只要不造反怎么都行
0,这是什么重庆的活动吗？
4,阿姨我叫扎西顿珠
0,把张佳佳拐回来
5,确实如此，都是打发时间兼满足各种欲望之不二法宝，嘿嘿
4,弱智吗你是。。
0,好耐无听过咁正噶旁白
2,路见不平一声吼，我连对象都没有！
1,爱就爱了，痛就痛了，把所有问题都自己扛吧。[拳头]
1,10快男始终还是爱着真心希望这群小孩每个都好~~~
0,北京今天也要下大雨。这么早去哪呀
1,我们心甘情愿！！
3,那么肥要那么大的胸你当饭吃啊。。。[汗]
1,lina贝，生日快乐哦。
0,你为毛认识他？！
0,你可以去死了！和我一起！
4,nnd！
0,关键是做什么呢？哪有那么多生意可做？
1,这个不到20岁的小女孩身上有一种让人吃惊的力量，不是简单的赤裸可以概括的，她说自己是狼，不会在没有猎物的时候奔跑，我看出了她的野心，远远不止一脱成名，还有更多的后续动作定会让人咋舌…
3,是不是还面黄体肥、满脸冒痘？
0,你要搬家？搬到我家来吗
3,报好听的专业总没有错，家长也高兴，殊不知，四年后什么也干不了时，你能去责怪中学老师吗！
0,下午和阿卖面雷出去我也变得有点小小的卖面了
5,老天不负苦心人昂！！！
2,怕的是有人不喜欢
3,平文明城市，烦死了这两天
0,好的，有房子没装修的可以送一份邀请函给他送一份精美礼品还可以抽奖
3,他那个是在玩命啊崔永元
0,没问题啊，不就是吃饭嘛
0,事在人为。
0,一个大箱子都装满了，我和谭杰就担心坐几趟飞机回去后，会不会破碎了
1,浏阳确实节奏灰常缓慢，悠闲。我喜欢节奏快的
0,你又玷污了这个词
0,性爱哪有那么难呢？
0,这不是淡泊而是沉静，沉静也是一种美丽，做一个美丽而沉静的女子。
5,快帮我鉴定我今天寻到的宝贝，太大了，不可思议的家伙
4,你敢抽！！！
0,同志们，请注意我发的主题好不，别跑题
0,来找我啊~
0,在干嘛呢咋没吃
3,你算老几？
2,这两天睡不好了又没了…
4,你s定了小心我突然检查你宿舍!
0,我看见坐我旁边的一位女同学带了个圆规。
3,那有什么了不起，我又没说是我发现的
2,都是回家惹的祸，下次不回了
5,美妞啊玩疯了呗
5,这不是你最常见的姿势？哈哈……貌似没下雨啊
1,我在这里也祝成兄国庆快乐
0,各位朋友要吸取本人教训，注意安全！
5,我没想到，真心谢谢。
1,笑靥如花，涩靥如蝶。
5,早安
0,你咋还长个呢？怪不的不长心眼
3,我一会去换机油。你定。
0,是吖。刚刚重开噢，要回来古怀念下么？
0,10.张家界：中国山水画的原本
4,电你妈！哥不开心！去你家吧
1,老婆，你辛苦啦！[赞]
0,不是吧?同年同月同日啊，第一次遇见这事
0,哎，错了！重来，我不是陈小春我何必算你狠
0,没看新闻啊，咋说的呢？
2,你总是丢下我一个人，让我自生自灭。
0,你是我同学，冯武强我也熟啊
3,哼坏冷！
3,我们还是一个粗糙的接近野蛮的民族。
5,我不是追星族，但是，今天和朋友们的交流很开心，祝福朋友们粽子节快乐！
0,你知道吗？
0,找我哪样事
2,还有我可能
3,你并毁陈飞了吧。
0,我陪你去！！
5,哈哈。。
2,附一停车场的小伙子把他手机落我车里了，我开回去还给他。
4,哼让你不和我约会呀
4,老拿积分说事！
5,长得好快，已经超过我一半长了，我妈妈说他8岁就要比我高了，哈哈
3,愚蠢的领导们！一旦出了事政府最擅长做的可能就只是危机公关！
3,泥马做了一晚上微积分，概率统计，可愁死我了！
3,我就纳闷了，你还有脸活着！
0,事儿是什么意思？
1,所以如果在路上看到可怜的流浪狗流浪猫请尽量救救他们吧！
2,今天太阳特好，但是临近春天，我的脸也开始过敏，以前都是隐性过敏，今年比较严重，直接大小包通发，外加疙疙瘩瘩，果真是免疫力降低呢。
4,哼！！！
0,你无法让所有人都满意
2,一个人独坐，聆听季节轮回中细碎的声响，看窗外花开时的嫣然和叶落时的飘零，在晨钟暮鼓的更替中倾听岁月细微的心声。
1,据我所知，有几个富有内涵，漂亮，气质优雅的知性演员，就默默在帮助那些需要帮助的人。
0,南宁的铜川路
5,台上的eason穿上adidasoriginals的新装，如受潮人热捧的originalsbyoriginalsjeremyscott系列，尽情享受在舞台上的每一刻
0,diy改善毛孔粗大面膜做法：将一个鸡蛋打散，加入半个柠檬汁及一点点粗盐，充分搅拌均匀后，将橄榄油加入鸡蛋汁里，使二者混合均匀。
2,丧尽天良啊~
3,这么灵异~~~
2,看着邱添一痛苦的样子，我也心痛呀，年轻人好不容易打上主力。
5,你组织哈3
1,我欣赏苏紫紫、、
5,呵呵
0,刘总淡定曰：演唱会要开票了？
2,我真的饿得不行了。因为减肥，所以什么粮食都没有屯。
4,躺着也中枪？我不唱歌的，好不啦？
0,年底之前，如果还不能上量，小米手机将不具备性价比优势，也就没有其最核心竞争力了。
0,兄弟，你去哪风流了，好久没见啦
5,哈哈姐姐给的什么都好吃呀哈哈！[害羞]
0,你好…市民卡丢了怎么补办…
0,看来了，过犹不及，我这里好久不下了。
5,杨不当共同主席的原因是不是怕出钱啊？哈哈
5,日子很惬意，今天店里不打烊蛤！
1,春天让人油生赞美之意，桃花美，樱花更佳，开得烂漫时，如烟，花雾之境岂是文字能言说，图片也只得其一丝俏意而已!
3,病急乱投医。。
3,妈哟。要吐老。给我瓶耗子药还快当点
0,人民网：塔吉克斯坦议会下院于1月12日以多数票批准了中塔两国政府签署的勘界协定，130多年的领土争端得以解决。
1,那张饭票才洋气哟
4,要是让我知道是哪儿，我非让我家的大龙和大虎去把他们咬死两个铁包金
0,我就是在杂志上看到你的婚礼的，虽然人像不很大，但也认出来了
4,我淋住稳你养莪..哈哈
2,哀家不胜酒力
1,非常感谢@梦想与燕姿童鞋，由于仓库发送有误，多发送了两件tee，她通过私信告知我们此事，十分感动！
0,每次啊！！
5,呵呵。我是卖德庄毛肚的。
5,不听的哈哈。为你们传啊然后自己也听听
5,刚刚刷新微博就看到萌萌那缺失的半颗心各个版本的补齐，很感动[泪]。
5,//@别样不二:@麦子粽小葱二饼专业者生日快乐！[哈哈]
2,幸福也因远嫁而苍白。
0,丢了自己，也就等于丢了全部家当！
2,这个冬天注定单身！
5,我森森的赶脚后者的可能性会比较大[衰]额米豆腐~~~ps：不许@老曹哈！！
2,呜呜呜，在那边住了一年多，我肿么一次都木有吃过呢解解？
1,这正是我一直在找的！！
1,真是你啊，我以为我关注错了呢
3,在屋里真凉快
4,我真他妈服了你们这帮老头老太太！
0,现在大得恐怖
2,很多的日子里，喜欢上了伤感。
0,到了临沂说一声，我去高速灭了你！
3,比赛还半个小时开始，就被@joe___w的电话吵醒了，擦，不能让我多睡会儿啊…
3,你不睡你关门干嘛
1,我爸是农民，我是游民，让农民老有所托，老有所养是我的最大愿望！！！
0,女人没蛋所以疼不了，只有乳可以酸！
5,呵呵，那慢慢找
0,我到现在都没梦想
3,还好嘛，她们说我在装乖！
1,我家宝贝也这样！
0,听说是哈，宁财神发了个围脖立刻就被删除鸟。好像也很长一段没切观众席
5,娃哈哈，回来我们组团相亲吧！某人在韩国老实点儿哈！
1,你第一个关注的人就是我耶。真荣幸，我也没认出你哈，惭愧惭愧
1,尽管苏珊大妈的预定量都超过了whitneyhouston，我们依然lookto老天后。
2,伤心欲绝
3,不喜欢去人多的地方。旅游圣地最不真实，特别在中国，都是被包装的
2,确实味道很一般吃不饱啊吃不饱
2,你也好不到哪边去。。。
3,别哭乐夏天
3,追韩剧啊？我擦！太没品了
0,周三！我请吃饭！赏脸不？
2,忘了忘了
0,我咋不知道尼？昨天和华在一起，也没说嘛。
5,呵呵，你下班该买吃的东西！别饿…
3,他俩就是话太多啦。。。
3,一定要把它们整到一个连锁里接受更多盘剥？
2,病了病了！[抓狂]
0,佳人晓起出闺房，折来对镜比红妆。
0,五毛啥意思？
5,今天和小学暗恋我的男生联系了，心情无比激动……
0,我放三天假呢、
4,尼玛钱已经准备到位要败repackage的有没有！！！
3,还有保险，投资，股票，以及各种课程，我真的不认识你，别再打给我了！
1,翰哥加油！
0,当一个现代国家以雕刻偶像的方式，将作为人的孔子偶像化，说明这个国家的价值判断还处在虚空和傍徨的状态。
5,那我也要去剪个来呢~哈哈！~
2,童年就是练习房里面度过么?
1,上次跑步也这样，广州领导很喜庆。
1,你吓我，打五天针，
4,我浩浩偶吧的图一张也没剩下。。。。。。。。。。。。。。。。。。。。。。
0,转发下.....
0,自嘲并不是每个人都能做到的。
3,哥该换机子了啊！
2,唉！
1,对呀名副其实了
3,你话家姐你有无搞错噶。
2,现在谁都联系不上！！
1,致大东前男友，退出研音了也要努力演剧，事业蒸蒸日上，小说大卖，再拿文学大奖，前女友甚是思念，仍望你与贤妻婚姻完满，和谐白首。
0,伤残将产生双重效应，一是为对方制造大规模的财政负担，削弱对方战争潜力；二是满大街的断腿人将产生严重的心理恐吓作用
0,南海领海争端持续升温。
2,555伤不起
0,你肿么了，宝儿？
0,你们是看什么？
0,我看行，哈哈
0,这次比赛没有见到你……
0,真的还是假的？我顿时石化
2,老师写的不好我只是想呼吁全社会来关爱残疾人
5,心情变很好……
3,彻底无语了
3,你又欺负人！才没咧~
0,这是可卡吗？我以为吉娃娃
0,这是啥，还以为是果冻我承认我老了
3,对你很是无语啊……
2,用笑来伪装掉下的眼泪！是问有几个能做的到啊
0,这是个重要的问题。
0,惠东巽寮湾
0,你觉得是么撒情况列？？？
0,[高考检讨]对我来讲，高考已过去二十年矣。
0,这是要干嘛啊
2,这一句，震惊了我
0,一语双关。
0,不不不，我很专一
2,不叫我的
0,回北京啦！
0,cz6303武汉飞深圳6点零5分起飞的，到现在还在待定！
3,浑身鸡皮啊
2,太残忍了，我居然没赶上
1,祝中秋快乐
0,子子这不就是密集恐怖症最怕的吗，你又不怕啦
1,你好，请尽快来领取，恭喜你获得哦
1,希望房价能降下来，工资能涨上去。
4,别顶着a的头像乱他妈说话..
4,原来罪魁祸首是你！！！
0,不难受！你类？
0,我未被人拒绝过，只有我拒绝人，哈哈
3,额……这都能被逮到、阴魂不散啊
2,嘎便宜阿...
5,接下来sjm会有一系列宣传活动，请关注姐姐站围脖希望大家积极参加哦~[爱你]☆°∴始源的姐姐站·∴°www.choisiwon.cn
0,催眠效应啊。
1,直至今日，我也舍不得放弃。
1,爱你们，0713永远！
3,摆脱你不要看破说破好不…哼！
0,老师就算说方言了，当然不用写检查！
5,当仔仔，么么祝我19岁生日快乐！
0,请叫我c罗罗
0,你怎么把丝袜套手上了？
1,希望你们健康快乐幸福！！
0,明天去上海，做《包青天之碧血丹心》的宣传
5,谢谢哈。
3,当我不存在吗
0,24号零点会在官网上开放福袋抢购么~~~
2,真是不爽，呜呜！
1,我认为这是好事。
2,我不是滴，我是电信滴~
2,当我想起你，有一种绝望的灰心，总会让街头某个相似背影，惹得忍不住伤心。
0,咋不汇报…小样
0,那你超龄了
4,强烈要求少扣或是不扣年假~
0,有孩子了就能结婚。。。
0,你去睡觉吧
0,是否要规定必须亲身经历的事情、必须进行彻底调查的人才能发言呢？
2,其实你这个微博应该附上我们的照片可惜居然没有除了初中毕业照。
1,感谢所有帮助过我和伤害过我的人
1,窗那里是三角形的噢！！
0,额好吧哈哈上课是挺麻烦的事儿所以早点休息吧新的一天就是新的开始！
1,您这么牛不开战斗机真是浪费人才啊…………
4,你到底要怎么折腾我折磨我。
0,美女！早点休息吧
2,为什么被你抽中了。。。
1,我常常很佩服一些采访对象，他们既会因为人命关天的事，也会因为可能在我们看来是鸡毛蒜皮的邻里纷争，不断打官司，常年上访。
3,那一张笑脸那说话时后倾一靠的动作以及无法形容的语气，真让人反胃呀。
3,不和她耍，我讨厌她
1,都会有的哦，亲，谢谢您对窝窝团的关注与支持！
0,我还以为地震捏，
4,//@葱宝:[哼]我宝就奶气了点，怎么了[右哼哼]她有奶气的资本，我宝要奶气有奶气，要纯真有纯真，要女王有女王，你们就羡慕嫉妒恨吧[左哼哼]
1,「团队的力量」我愿在我的世界里，无论何时何地，你们都在一起！
0,啊谁的？不是你的吧
3,瞎想有神马用！
1,再看几遍还是那么有feel
0,犹如日假光而能照，光假照以能明。
1,20年代的法国真是好地方。
1,一直的事实也都证明了你是个一百分男人。
0,我紧你都知道啊？
3,请问邹专家，你知道口服碘片预防放射性碘的原理吗？
2,哪行哪业的男人我都嫖不起啊
1,那些从来没有唱过的现场，我要怎么看你们5人完美、深情的演唱呢？
0,其实，你哪里知道：前一秒人后还伤心地流着泪的她，后一秒人前即刻洋溢灿烂笑容。
1,今天带她去洗澡美毛护理全套狗狗spa，然后买了新牵引带，再买块多啦a梦的垫毯给她。
0,走啊，免费请你回厦门
3,很遗憾的告诉你，是的！
3,唉、我老说瞎话、
2,先在还在吗？硪想要
0,好吧，那我不纠结了~出发
5,今天和李谦阿姨见面她还在说你们四月回来~好期待~哈哈
3,各种勾引，我准备好了
2,人间节目感动我了。
1,我敬佩！
0,我只谈过一个，只到牵手阶段，可因为只有一个所以印像深刻
1,明天妈又要出远门了[泪][泪]看着那为我而渐渐苍老的手
