id,screen_name,text_raw,like_counts,total_number,created_at
5040761571381197,大冬瓜肥又甜,这也能买成第一热搜 也不看看把什么挤下去 真的醉了,3,0,Sun Jun 02 10:17:54 +0800 2024
5040786496553628,你以为你能找到我,[衰]prada的翻车定律…,0,0,Sun Jun 02 11:56:57 +0800 2024
5040798234577365,三宅御常夜,感觉瘦完没有胖时有亲和力了，硬凹这种高冷造型[汗],1,0,Sun Jun 02 12:43:35 +0800 2024
5040792261629885,唔哩姑,额，心情有点复杂，看着有点心疼又有点害怕，不喜欢，看着很不健康，怎么回事,1,0,Sun Jun 02 12:19:51 +0800 2024
5040819060870279,冻梨不打烊_,难看死了,1,0,Sun Jun 02 14:06:21 +0800 2024
5040811895160942,大家好我是孙子,完了，魔咒。,0,0,Sun Jun 02 13:37:51 +0800 2024
5040845138954272,山区小豌豆,怎么别扭怎么来,0,0,Sun Jun 02 15:49:58 +0800 2024
5040819922798778,楠茜Ncy,贾玲好飒[打call],0,0,Sun Jun 02 14:09:46 +0800 2024
5040848089646896,迷信少女A,Prada你赚了[苦涩],0,0,Sun Jun 02 16:01:42 +0800 2024
5040779066345975,Jewelry971,姐姐 很酷,0,0,Sun Jun 02 11:27:25 +0800 2024
5040789719613828,晚来见晴山,酷！玲姐你好美[送花花],0,0,Sun Jun 02 12:09:44 +0800 2024
5040795560183557,抹茶味的云朵面包,恭喜姐姐[亲亲],0,0,Sun Jun 02 12:32:58 +0800 2024
5040778321855423,孩子们这好笑吗,恭喜贾玲导演[抱一抱],1,0,Sun Jun 02 11:24:28 +0800 2024
5040768578491998,柳丁你好,一瘦脸上这点褶子全出来了 胖点能撑起来[喵喵],3,0,Sun Jun 02 10:45:45 +0800 2024
5040792010491069,Winnie亮晶晶,普拉达好审美！,0,0,Sun Jun 02 12:18:51 +0800 2024
5040848849078948,喵酱想做小太阳,好有力量的感觉,0,0,Sun Jun 02 16:04:43 +0800 2024
5040788499861874,花小陌丨,完了，不会以后要走时尚女魔头人设不准备搞笑了吧。那我看的内娱节目将痛失一个大笑点啊[允悲],1,0,Sun Jun 02 12:04:54 +0800 2024
5040768523965397,2elda,恭喜恭喜[锦鲤附体],1,0,Sun Jun 02 10:45:32 +0800 2024
5040824662102003,ZMD成长,好美好喜欢[送花花],0,0,Sun Jun 02 14:28:36 +0800 2024
5040804068329265,快乐生活吧生活快乐,从离老百姓很近的贾玲，变成了离老百姓很遥远的贾玲,2,0,Sun Jun 02 13:06:46 +0800 2024
5040793314394431,一切都还来得及567,最后一张图是没有检查吗，那个鼻孔明显不对啊,1,0,Sun Jun 02 12:24:01 +0800 2024
5040770698707461,喜欢漾漾的女孩子,@布丁不咸 好帅啊,1,0,Sun Jun 02 10:54:10 +0800 2024
5040850603608401,哦啦啦啦yy,好看的[憧憬],0,0,Sun Jun 02 16:11:41 +0800 2024
5040799928289288,鱼过境迁,瘦下来都高级了,0,0,Sun Jun 02 12:50:19 +0800 2024
5040842244620514,小黄花的花,好看在哪里,0,0,Sun Jun 02 15:38:27 +0800 2024
5040772358865394,寓闻诗陆,玲儿继续🔥,0,0,Sun Jun 02 11:00:45 +0800 2024
5040766602708515,财律律,恭喜Prada，不塌房是品牌的目标[喵喵] 贾玲穿出了prada成衣的感觉，秋冬新品带起来,1,0,Sun Jun 02 10:37:54 +0800 2024
5040769429934331,格格红酒,国际知名女导演贾玲瘦了变美后，代言接到手软[赞]Prada、蒙牛……[赞][赞][赞],1,0,Sun Jun 02 10:49:08 +0800 2024
5040762729530559,Oreo_KoKo,图一好像老墨的脸,0,0,Sun Jun 02 10:22:30 +0800 2024
5040759470296056,joyyier,支持玲姐，她想换一个人生，不很好嘛，不想一直做综艺。丰富多彩的生活，玲姐值得拥有,1,0,Sun Jun 02 10:09:33 +0800 2024
5040774355882579,-奇迹小鱼-,好有力量[色][色][色],0,0,Sun Jun 02 11:08:42 +0800 2024
5040771063088213,_豆包吖,挺好看的 自信大方,0,0,Sun Jun 02 10:55:37 +0800 2024
5040807033442183,哈酒好热,评论太搞笑了哈哈哈哈哈哈哈哈哈,0,0,Sun Jun 02 13:18:33 +0800 2024
5040846497911979,月亮和我来也,好高级！！！！,0,0,Sun Jun 02 15:55:22 +0800 2024
5040763542703135,不许欺负美羊羊_,哇[鼓掌],0,0,Sun Jun 02 10:25:44 +0800 2024
5040842437823686,娄英-,最后一张好美,0,0,Sun Jun 02 15:39:14 +0800 2024
5040771083802460,愛是肆意的风,黑色那套好美,0,0,Sun Jun 02 10:55:42 +0800 2024
5040786658034008,与君相识-云胡不喜,支持贾导[爱你],0,0,Sun Jun 02 11:57:34 +0800 2024
5040818587177960,3wonders,还挺有那个感觉的,0,0,Sun Jun 02 14:04:28 +0800 2024
5040836967924716,哆啦千紙鶴,牛逼,1,0,Sun Jun 02 15:17:30 +0800 2024
5040787315755819,阳光的二十点,真好看[good],0,0,Sun Jun 02 12:00:12 +0800 2024
5040764701379235,作家早安夏天,啊呸。,2,0,Sun Jun 02 10:30:20 +0800 2024
5040793779437706,是小刺猬呀_,@翩逐晚风 气质完了,0,0,Sun Jun 02 12:25:52 +0800 2024
5040817360339491,绫濑不囧子,掉价,1,0,Sun Jun 02 13:59:34 +0800 2024
5040810929949509,明晚真的早睡,玲姐牛逼,0,0,Sun Jun 02 13:34:02 +0800 2024
5040761484085041,哀风铃Miraclecute,帅呀贾导,1,0,Sun Jun 02 10:17:33 +0800 2024
5040841992963831,ponypopoy,转型成功,0,0,Sun Jun 02 15:37:28 +0800 2024
5040779921989527,小观月-大波波,真棒呀,0,0,Sun Jun 02 11:30:49 +0800 2024
5040804659202975,右肩微笑-专祎版,🐮,0,0,Sun Jun 02 13:09:07 +0800 2024
5040794743867547,FLAH_阿拉瑶瑶才不是豆豆眼,恭喜恭喜！,0,0,Sun Jun 02 12:29:43 +0800 2024
5040762389794035,-穗秋秋-,好好好,0,0,Sun Jun 02 10:21:09 +0800 2024
5040799012099041,瑞美丽开动,恭喜prada,0,0,Sun Jun 02 12:46:41 +0800 2024
5040797869937396,路旁的菅田将晖,微商成功人士[哆啦A梦吃惊],1,0,Sun Jun 02 12:42:08 +0800 2024
5040839825557611,yan1314521_,哇，惊艳,0,0,Sun Jun 02 15:28:51 +0800 2024
5040788070732409,赶快起床啦,我的妈呀,0,0,Sun Jun 02 12:03:12 +0800 2024
5040764728115743,陈玉春-L,这个牌子高攀了,1,0,Sun Jun 02 10:30:26 +0800 2024
5040803971335390,RuicoKissMoneyLuckypositive,有无觉得她瘦了之后比之前老了,1,0,Sun Jun 02 13:06:23 +0800 2024
5040842800892886,雯雯roll,好美好美好有气质,0,0,Sun Jun 02 15:40:41 +0800 2024
5040821529739848,星魅科技,可以阿,0,0,Sun Jun 02 14:16:08 +0800 2024
5040831513760897,社会主义核心价值观实践小组组员,太蒂了！！,1,0,Sun Jun 02 14:55:50 +0800 2024
5040761106336122,木色三叶堇,女王啊,1,0,Sun Jun 02 10:16:03 +0800 2024
5040807312628440,喜洋洋1998yy,恭喜恭喜🎉🎉🎉,0,0,Sun Jun 02 13:19:40 +0800 2024
5040843761123388,还叫Lorr吧,找对人了,0,0,Sun Jun 02 15:44:29 +0800 2024
5040815017825381,原来是JUANJUAN呢,好帅,0,0,Sun Jun 02 13:50:17 +0800 2024
5040852032291202,行走在消逝中卍,最终为反华资本服务,0,0,Sun Jun 02 16:17:21 +0800 2024
5040759812396567,世界上的高手,好牛,1,0,Sun Jun 02 10:10:55 +0800 2024
5040843650762287,渺渺summer,？？？,0,0,Sun Jun 02 15:44:03 +0800 2024
5040820136444323,蜜糖色的秋千,太帅了,0,0,Sun Jun 02 14:10:36 +0800 2024
5040806497617106,_除你武器_,她现在真的好美好美[泪],1,0,Sun Jun 02 13:16:25 +0800 2024
5040764484586879,北梦木兮丨南栀倾寒,哇哦，玲姐厉害了,0,0,Sun Jun 02 10:29:29 +0800 2024
5040772447210091,Erlebnis-,太美了[爱慕][爱慕],0,0,Sun Jun 02 11:01:07 +0800 2024
5040791943122231,XL亦心,有精神内核的女生，真的很棒，恭喜玲姐[心][加油],0,0,Sun Jun 02 12:18:35 +0800 2024
5040757064861937,天天都有小鱼干儿,匹配[赞],4,0,Sun Jun 02 10:00:00 +0800 2024
5040769100939873,承受青苔的重量,女王[亲亲],0,0,Sun Jun 02 10:47:48 +0800 2024
5040778761995626,PUXIAOYONG8,[允悲],0,0,Sun Jun 02 11:26:13 +0800 2024
5040792596909355,凌晨爱幻想,转发微博,0,0,Sun Jun 02 12:21:11 +0800 2024
5040764218509102,啊啊啊啊什么啊_,恭喜玲姐！,0,0,Sun Jun 02 10:28:25 +0800 2024
5040792022029436,和花少北一起拯救世界,帅！,0,0,Sun Jun 02 12:18:54 +0800 2024
5040845322981173,波点与点波,帅气,0,0,Sun Jun 02 15:50:42 +0800 2024
5040821206781571,喜雅xy,恭喜,0,0,Sun Jun 02 14:14:52 +0800 2024
5040819617402076,弋个月亮呀,松弛感爆蓬,1,0,Sun Jun 02 14:08:33 +0800 2024
5040808522417932,厌夏e族,牛,0,0,Sun Jun 02 13:24:28 +0800 2024
5040806501553140,晚安是她的安,我买,0,0,Sun Jun 02 13:16:26 +0800 2024
5040803859402601,不是吹是事实,好美,0,0,Sun Jun 02 13:05:56 +0800 2024
5040801291698237,落木春零零,女王,0,0,Sun Jun 02 12:55:43 +0800 2024
5040796069529808,糖糖的小棣瓜,呃…,0,0,Sun Jun 02 12:34:59 +0800 2024
5040774330449924,Dg516411,黑色礼服穿着真好看[给你小心心],0,0,Sun Jun 02 11:08:35 +0800 2024
5040770228945628,Gracia_liked,恭喜,0,0,Sun Jun 02 10:52:17 +0800 2024
5040769604257160,啥也不会就是莽,有品,0,0,Sun Jun 02 10:49:49 +0800 2024
5040766550281099,追剧追星专用博,牛,0,0,Sun Jun 02 10:37:41 +0800 2024
5040764895887966,是社牛的小美啊,牛了姐,0,0,Sun Jun 02 10:31:06 +0800 2024
5040759934026467,洂物语,恭喜,0,0,Sun Jun 02 10:11:23 +0800 2024
5040757419803522,好好吃饭的C,恭喜贾玲加入Prada大家庭👏👏👏,2,0,Sun Jun 02 10:01:24 +0800 2024
5040802949237729,爬岩观火,还没胖回来呀？,1,0,Sun Jun 02 13:02:19 +0800 2024
5040760258298148,在你旁边內,找对了，恭喜领姐,1,0,Sun Jun 02 10:12:40 +0800 2024
5040760017916178,穆冬馁,恭喜恭喜,1,0,Sun Jun 02 10:11:44 +0800 2024
5040850849761431,千石磊,这好看吗[允悲],0,0,Sun Jun 02 16:12:40 +0800 2024
5040842756852554,飞起的啵啵鱼,哇哦好美哦,0,0,Sun Jun 02 15:40:30 +0800 2024
5040842014196636,平心222222,好看,0,0,Sun Jun 02 15:37:33 +0800 2024
5040851384533909,DOG王的猫生,为啥贾玲减肥成功很多动作跟男生一样,0,0,Sun Jun 02 16:14:47 +0800 2024
5040848632285246,噢阿雪,太丑了 不会是毛遂自荐做代言人的吧。。。贾玲真的很丑 瘦了还不如胖的时候,0,0,Sun Jun 02 16:03:51 +0800 2024
5040847834055191,用户7830350354,眼瞎？美个锤子🔨,0,0,Sun Jun 02 16:00:40 +0800 2024
5040843835310539,云朵轻轻亲吻月亮,很飒！#贾玲prada# ,0,0,Sun Jun 02 15:44:46 +0800 2024
5040843394122559,沃德玛亚007,水军可真多，炒作女王,0,0,Sun Jun 02 15:43:02 +0800 2024
5040841921661858,汤圆沥苛由play,非常厉害,0,0,Sun Jun 02 15:37:11 +0800 2024
5040841413886469,鹿鸣卿QwQ,穿普拉达的女王[酷],0,0,Sun Jun 02 15:35:09 +0800 2024
5040841280717154,赋予落花之名,真美吗？我不认为，女性是不可被定义的,0,0,Sun Jun 02 15:34:37 +0800 2024
5040840963785798,星际瓢虫,她手上的是哪一款包包？,0,0,Sun Jun 02 15:33:23 +0800 2024
5040840853162155,大湖游资,说实话 get不到美,0,0,Sun Jun 02 15:32:56 +0800 2024
5040840823013650,暴躁的迷妹儿,好漂亮[爱你],0,0,Sun Jun 02 15:32:48 +0800 2024
5040840349058512,sobersobersobersober,不错👌满意,0,0,Sun Jun 02 15:30:55 +0800 2024
5040839866451306,这是一颗蔚蓝行星,这姑娘瘦下来竟这么惊艳，喜剧靠才华，性感靠颜值。,0,0,Sun Jun 02 15:29:01 +0800 2024
5040839847841479,饮咖啡的jia,以后不用看Prada了我 哈哈,0,0,Sun Jun 02 15:28:57 +0800 2024
5040839445188447,忧郁水煮鱼啊啊啊啊啊,很从容的美啊  坚持做自己的事情 并且越来越好  我们需要这样的优秀女性啊[心],0,0,Sun Jun 02 15:27:21 +0800 2024
5040839200082813,柚啵啵蘸奶茶,在评论区我看见一位女性成功了，引来了好多异性的破防[微笑],0,0,Sun Jun 02 15:26:22 +0800 2024
5040838541052091,福猪猪201906,穿prAda的女王,0,0,Sun Jun 02 15:23:45 +0800 2024
5040838524798592,姿势分子Lyndon,@李不恼-,0,0,Sun Jun 02 15:23:41 +0800 2024
5040838521130073,炸药马甲的儿子叫梓瑄,越看越别扭[挖鼻],0,0,Sun Jun 02 15:23:40 +0800 2024
5040838493344096,小蝎子喜欢海,对对对！期待贾总带你飞吧[打call][打call],0,0,Sun Jun 02 15:23:34 +0800 2024
5040838343920571,暴富的大橙子,挺好,0,0,Sun Jun 02 15:22:58 +0800 2024
5040838004442939,云娘_温水煮咸鱼,话说谁来科普一下这个title的含金量，是全线还是成衣支线之类，是中国区还是全球？,0,0,Sun Jun 02 15:21:37 +0800 2024
5040837882807491,不快乐的人在假装快乐,其实贾玲本身挺好的，就是这站姿拍出不来那种女性独立强大的感觉。缺了一点什么。我觉得风衣应该谈笑风生，黑色连衣裙应该严肃霸气,0,0,Sun Jun 02 15:21:08 +0800 2024
5040837374774550,-康康哥哥-,这种玩儿居然热搜第一？？,0,0,Sun Jun 02 15:19:07 +0800 2024
5040837335711760,黑崎淘淘,胖的时候咋不请她？是因为名气不够还是衣服没那么大码[awsl],0,0,Sun Jun 02 15:18:57 +0800 2024
5040837153786342,汽水兔-,一开始不适应，现在觉得贾玲就应该这么美,0,0,Sun Jun 02 15:18:14 +0800 2024
5040837060202795,SVIP_会员,so,0,0,Sun Jun 02 15:17:52 +0800 2024
5040836884042151,果子6348707032,怎么感觉好尴尬！[酸],0,0,Sun Jun 02 15:17:10 +0800 2024
5040836674588688,豹豹棉花精,好美好美玲姐好美爱死了爱死啦啦啦啦啊,0,0,Sun Jun 02 15:16:20 +0800 2024
5040836549805856,囧乖咪大人,@Cathy_趙博瑄,0,0,Sun Jun 02 15:15:50 +0800 2024
5040836439446062,凉薄荷与微光,别买热搜了，服了,0,0,Sun Jun 02 15:15:24 +0800 2024
5040836418472086,Lchang人生,这还是我认识的贾玲吗[doge],0,0,Sun Jun 02 15:15:19 +0800 2024
5040836257515197,OTABO,搭吗？,0,0,Sun Jun 02 15:14:41 +0800 2024
5040836004544622,改变不了的憨并且极端仇男版,好好好！狠狠赚钱吧姐！,0,0,Sun Jun 02 15:13:39 +0800 2024
5040835798503558,Eachwavesgoodbyeandridesaway,美！,0,0,Sun Jun 02 15:12:51 +0800 2024
5040835588786194,把月亮熬困就睡觉,她玲姐啊，我一身鸡皮疙瘩！美,0,0,Sun Jun 02 15:12:01 +0800 2024
5040835569913027,等着兰花开,[相爱],0,0,Sun Jun 02 15:11:57 +0800 2024
5040835558638178,少吃早睡养生不累,@啃猴儿小姐姐,0,0,Sun Jun 02 15:11:54 +0800 2024
5040835433596120,Yokiio-,这个不会塌了[并不简单],0,0,Sun Jun 02 15:11:24 +0800 2024
5040835349971801,三观每天被刷新,普子这次两次找的代言人太合适了，李现和贾玲都很优秀，终于放弃流量了。,0,0,Sun Jun 02 15:11:04 +0800 2024
5040835344991594,芸芸众生一线天,脑子丢了就再也找不回来了,0,0,Sun Jun 02 15:11:03 +0800 2024
5040835328738993,小小杉1999,中国没有模特了？[笑cry],0,0,Sun Jun 02 15:10:59 +0800 2024
5040835150222076,一口一个南宝,为啥头这么大啊[允悲]学美术的，看着怪怪的,0,0,Sun Jun 02 15:10:17 +0800 2024
5040835127149942,塞巴斯斯斯斯DA,戒指好好看,0,0,Sun Jun 02 15:10:11 +0800 2024
5040834982452816,Pink7-Band,气质杠杠的温柔又有力量的女霸总,0,0,Sun Jun 02 15:09:37 +0800 2024
5040834969866788,快开门我是淋粥,衣服还行，模特差点,0,0,Sun Jun 02 15:09:34 +0800 2024
5040834895938171,52赫兹小海豚,真不敢相信！好美,0,0,Sun Jun 02 15:09:15 +0800 2024
5040834841413657,上善若水龍,娱乐治国吗？这个还热搜第一[允悲],0,0,Sun Jun 02 15:09:03 +0800 2024
5040834833812690,小胖子yxw,变瘦了以后，感觉好普通了,0,0,Sun Jun 02 15:09:01 +0800 2024
5040834829356210,低调X鹏,得了资本青睐 失了观众缘,0,0,Sun Jun 02 15:09:00 +0800 2024
5040834793964342,real空空尼_,好合适啊 职业女性和Prada,0,0,Sun Jun 02 15:08:51 +0800 2024
5040834433253470,我命由我不问凶吉,恭喜玲姐，情商高的人不会因为瘦下来情商就没了，反而是那些键盘侠看不得别人过得比自己好，看不得别人比自己优秀又自律。,0,0,Sun Jun 02 15:07:25 +0800 2024
5040834195490345,杜杜罗,姐还瘦着呢，真好！,0,0,Sun Jun 02 15:06:29 +0800 2024
5040834173211077,Ubfkygo,其实，口口声声说不要容貌焦虑的不可能克服焦虑，真正没有容貌焦虑的根本不会说这句话[哈哈]用行为来表态：素颜或淡妆，想吃就吃，不涂防晒,0,0,Sun Jun 02 15:06:24 +0800 2024
5040833904511938,不是女神_才怪了,NB,0,0,Sun Jun 02 15:05:20 +0800 2024
5040833900577231,学校的学校生,这风衣，好帅啊,0,0,Sun Jun 02 15:05:18 +0800 2024
5040833889831021,GHYSRY11211201,又胖了,0,0,Sun Jun 02 15:05:16 +0800 2024
5040833718128987,蒲公英下的秘密,喜欢玲姐，要的是这种精神，必须支持[good][good][good][good][good][good][good],0,0,Sun Jun 02 15:04:35 +0800 2024
5040833704757526,HEMINGAI,[允悲]瘦了,0,0,Sun Jun 02 15:04:32 +0800 2024
5040833682210896,Mi_ya美雅,虽然但是，就是格格不入,0,0,Sun Jun 02 15:04:26 +0800 2024
5040833468565185,欣意83,不知是不是不适应，有点害怕看现在的贾玲，总觉得不舒服,0,0,Sun Jun 02 15:03:36 +0800 2024
5040833257275926,阿桐oko_yu,恭喜女王,0,0,Sun Jun 02 15:02:44 +0800 2024
5040832889492080,kiki988876543,玲姐值得[送花花][送花花],0,0,Sun Jun 02 15:01:18 +0800 2024
5040832523011288,cecilia21200903,终于抢在别人前面了[二哈],0,0,Sun Jun 02 14:59:50 +0800 2024
5040832398756203,香草天空下的索菲亚,[费解],0,0,Sun Jun 02 14:59:21 +0800 2024
5040832358385084,大言出物表,删评不能提高形象的宝贝，减肥解决不了问题的,0,0,Sun Jun 02 14:59:11 +0800 2024
5040832350523207,Reeanan_,出乎意料地好看和适配，有种成功女性的大佬气质，,0,0,Sun Jun 02 14:59:09 +0800 2024
5040832281577782,星辛辛,看见这消息，由衷的鼓掌👏,0,0,Sun Jun 02 14:58:53 +0800 2024
5040831836981105,阿妫2012,真的安全吗？有点期待,0,0,Sun Jun 02 14:57:07 +0800 2024
5040831744705154,咻咻咻哇0713,但是让我想起……prada的代言人纷纷翻车……,0,0,Sun Jun 02 14:56:44 +0800 2024
5040831494884152,故事的后来是童话,贾玲姐的无名指！！！！！有姐夫了吗,0,0,Sun Jun 02 14:55:45 +0800 2024
5040831452678266,是老婆的亲亲乖乖小狗,这个主谓宾妙啊[awsl],0,0,Sun Jun 02 14:55:35 +0800 2024
5040830886447767,鱼鱼宝宝5857309568,她瘦了，感觉挺不自在,0,0,Sun Jun 02 14:53:20 +0800 2024
5040830135931599,蔡小婧de,最后一张和陈小艺有点像,0,0,Sun Jun 02 14:50:21 +0800 2024
5040830035527415,清禾MsZ,自信最美，充满生命力的感觉[彩虹屁][彩虹屁][彩虹屁],0,0,Sun Jun 02 14:49:57 +0800 2024
5040830033432662,安吉kkk,好陌生，没感觉,0,0,Sun Jun 02 14:49:57 +0800 2024
5040829553442828,popoflower2,没有拍全的狮身人面像,0,0,Sun Jun 02 14:48:01 +0800 2024
5040829348187153,DANIEL_O_o,这个选的真的很棒！Prada再也不用担心塌房了,0,0,Sun Jun 02 14:47:13 +0800 2024
5040829057994851,N娜那哪N,玲姐值得,0,0,Sun Jun 02 14:46:04 +0800 2024
5040828969914754,果粒橙泡饭_,也是让我Prada蹭上了一波热度[哈哈],0,0,Sun Jun 02 14:45:43 +0800 2024
5040828910928277,maytaurus616,哇哦,0,0,Sun Jun 02 14:45:28 +0800 2024
5040828420194728,梦中依稀灯火暖,谁能想到贾玲也能做时装代言了！今麦郎一袋半的代言人是做不了了[嘻嘻][嘻嘻],0,0,Sun Jun 02 14:43:31 +0800 2024
5040828239840146,cool盖呀420,玲姐棒,0,0,Sun Jun 02 14:42:48 +0800 2024
5040828072331266,Yurie_晴鸽,恭喜[心][心],0,0,Sun Jun 02 14:42:09 +0800 2024
5040828063683651,无敌美少女咔咔酱,好帅！真有女人味,0,0,Sun Jun 02 14:42:07 +0800 2024
5040827947290450,老y是我的大可爱,马上支持一波玲姐，给我lg买个包[哈哈][哈哈],0,0,Sun Jun 02 14:41:39 +0800 2024
5040827892499011,棉花唔唔1209,姐就是女王,0,0,Sun Jun 02 14:41:25 +0800 2024
5040827815952775,天_朝官腐_雪儿,姐姐🐮🍺,0,0,Sun Jun 02 14:41:07 +0800 2024
5040827673870822,xxr又来取关了,[色][色],0,0,Sun Jun 02 14:40:33 +0800 2024
5040827565607261,喝可乐的大松鼠,绝对实力[爱你],0,0,Sun Jun 02 14:40:08 +0800 2024
5040827553025398,玫瑰玛丽糖,虽然但是这照片对购买欲是有负面影响的[二哈],0,0,Sun Jun 02 14:40:05 +0800 2024
5040827527858635,DZJ-Lu_Minous,@-bibibubble @一勺奶昔_ @KuKuMelon_,0,0,Sun Jun 02 14:39:59 +0800 2024
5040827443971907,你真可爱哇哈哈哈,确实有点显老,0,0,Sun Jun 02 14:39:39 +0800 2024
5040827262830467,pinksanitizer,故事感一下子就有了哎,0,0,Sun Jun 02 14:38:56 +0800 2024
5040827179731720,点亮心灯3000,快算了吧,0,0,Sun Jun 02 14:38:36 +0800 2024
5040826709445929,pizza66,赚到了热辣滚烫最后一把也可以去退休了吧。减肥后没什么观众缘咯,0,0,Sun Jun 02 14:36:44 +0800 2024
5040826610614764,Oxycontin02,中国电影的顶梁柱，加油！支持！,0,0,Sun Jun 02 14:36:20 +0800 2024
5040826478758109,Bea吐槽专用宝地,这次prada应该不会塌房了,0,0,Sun Jun 02 14:35:49 +0800 2024
5040826459625578,pizza66,请问美在哪？,0,0,Sun Jun 02 14:35:45 +0800 2024
5040826300503156,叫什么都不行我得怎么改,翻拍的人也能这么火,0,0,Sun Jun 02 14:35:07 +0800 2024
5040826285818335,爱做白日梦爱听雨落声的大美,由衷恭喜她[good],0,0,Sun Jun 02 14:35:02 +0800 2024
5040826285561317,小熊玫瑰花花,好厉害的姐！,0,0,Sun Jun 02 14:35:03 +0800 2024
5040826189349712,XLQ琦,恭喜ヾ ^_^♪[哇],0,0,Sun Jun 02 14:34:40 +0800 2024
5040826057232632,曲奇是个小可爱呢,恭喜贾玲,0,0,Sun Jun 02 14:34:09 +0800 2024
5040825896276521,伴之则i,欣赏不来,0,0,Sun Jun 02 14:33:30 +0800 2024
5040825865865079,番茄鸡钉,一天天的就这帮戏子的消息上热搜,0,0,Sun Jun 02 14:33:23 +0800 2024
5040825677909609,tiantianxiong,赞！买！,0,0,Sun Jun 02 14:32:38 +0800 2024
5040825665323664,-阿款儿-,棒[求饶],0,0,Sun Jun 02 14:32:34 +0800 2024
5040825520362205,是一罐好奶啤呀,哇！！@爆浆外星盆栽,0,1,Sun Jun 02 14:32:01 +0800 2024
5040825328732470,w60440,穿prada的女王,0,0,Sun Jun 02 14:31:15 +0800 2024
5040825319031967,XX-Royce-G,啧啧[赞][赞][赞],0,0,Sun Jun 02 14:31:12 +0800 2024
5040825246157690,lll你知道的,哪里美了,0,0,Sun Jun 02 14:30:55 +0800 2024
5040825228591560,赶海在鸢尾花星云i,我的精神榜样：雄竟女,0,0,Sun Jun 02 14:30:50 +0800 2024
5040825148377290,平凡亦可达,突然有点郭柯宇的感觉,0,0,Sun Jun 02 14:30:32 +0800 2024
5040825081532410,一所小屋而已,至少人家在进步,0,0,Sun Jun 02 14:30:16 +0800 2024
5040824976933301,知之者明自胜者强,我的天好适合 姐好美好飒,0,0,Sun Jun 02 14:29:50 +0800 2024
5040824871551021,27岁那年发生的事,丑,0,0,Sun Jun 02 14:29:25 +0800 2024
5040824788455649,裤裆吓有杀气,为啥有股沧桑的土气。,0,0,Sun Jun 02 14:29:06 +0800 2024
5040824771153204,媒慕传情,第一张图片有点像小沈阳媳妇沈春阳[笑cry],0,0,Sun Jun 02 14:29:02 +0800 2024
5040824733139143,趣味森Watson,怎么热搜全是这个人,0,0,Sun Jun 02 14:28:52 +0800 2024
5040824700371021,MaryMaryry,哇？！好棒,0,0,Sun Jun 02 14:28:44 +0800 2024
5040824689887637,学渣的世界_267,看了热辣滚烫后感觉我就是个傻子，被有钱人当韭菜割,0,0,Sun Jun 02 14:28:43 +0800 2024
5040824652137803,暴睡小恒,评论区纯女厕所[吐][吐][吐],0,0,Sun Jun 02 14:28:34 +0800 2024
5040824478341111,鲁迅自由,回复@黄叶汉宫秦罗敷:也不必偏要给人贴标签,0,0,Sun Jun 02 14:27:52 +0800 2024
5040824398647488,CY痛快活一回,感觉不认识了[doge],0,0,Sun Jun 02 14:27:33 +0800 2024
5040824234808521,这名儿过不去了是吧,她看着从容而又自信，太棒了,0,0,Sun Jun 02 14:26:54 +0800 2024
5040824158783166,IvandotD,不符合西方的 zzzq 啊，应该倡导胖也是美啊,0,0,Sun Jun 02 14:26:36 +0800 2024
5040823993632770,刘佳艺icecream,针不戳啊我的减肥动力啊,0,0,Sun Jun 02 14:25:57 +0800 2024
5040823937008023,flytotoo,热辣滚烫营销过头后，这个女人我已经厌恶了，包括身边不少原先喜欢她的，都不再关注她,2,0,Sun Jun 02 14:25:42 +0800 2024
5040823909484352,草翊翊翊,好漂亮,0,0,Sun Jun 02 14:25:37 +0800 2024
5040823825862403,蝴蝶兰,还记得初一到十五的热搜，都是她，为什么正月十六一下热搜都没了？,0,0,Sun Jun 02 14:25:17 +0800 2024
5040823537765474,我望向飞鸟与海,为什么玲姐一脸的沧桑感…[可怜],0,0,Sun Jun 02 14:24:08 +0800 2024
5040823530686452,HowardChengSiuho,太跌份了吧。,0,0,Sun Jun 02 14:24:06 +0800 2024
5040823420322571,正义嗷嗷勇敢发声_a,厉害了,0,0,Sun Jun 02 14:23:40 +0800 2024
5040823325165958,逐鹿嘿,恭喜啦，祝越来越好[鲜花][鲜花],0,0,Sun Jun 02 14:23:17 +0800 2024
5040823194095971,在吃饭的胖胖,侧面感觉有点像苗圃,0,0,Sun Jun 02 14:22:46 +0800 2024
5040823188325110,30岁前的小峰,哈哈哈哈哈,0,0,Sun Jun 02 14:22:44 +0800 2024
5040823149003981,caranitak,恭喜,0,0,Sun Jun 02 14:22:35 +0800 2024
5040823089237331,开启30岁的人生,@iam_YuanBao,0,0,Sun Jun 02 14:22:21 +0800 2024
5040822944794191,里奥年,[心][心][心][心],0,0,Sun Jun 02 14:21:47 +0800 2024
5040822891842734,Cindy453518019,瘦下来之后就是普通一女的,0,0,Sun Jun 02 14:21:34 +0800 2024
5040822630222118,Dolex_,不好看,0,0,Sun Jun 02 14:20:32 +0800 2024
5040822626288062,归红尘tt,判若两人,0,0,Sun Jun 02 14:20:30 +0800 2024
